,Item,Location,Transaction.Date,Quantity,Price.Per.Unit,Transaction.ID,Total.Spent,Payment.Method
8310,Coffee,In-store,3/25/2023,3,2,TXN_2861912,TRUE,Cash
8311,Salad,Takeaway,3/17/2023,1,3,TXN_8347965,TRUE,Cash
8312,Tea,Takeaway,1/15/2023,4,5,TXN_9693344,TRUE,Credit Card
8313,Sandwich,Takeaway,4/20/2023,4,4,TXN_9801552,FALSE,Credit Card
8314,Sandwich,Takeaway,06-10-2023,5,4,TXN_1929109,FALSE,Cash
8315,Juice,Takeaway,8/18/2023,3,3,TXN_8082317,TRUE,Cash
8316,Smoothie,Takeaway,7/16/2023,5,4,TXN_1569729,FALSE,Cash
8317,Sandwich,Takeaway,06-10-2023,3,4,TXN_8126049,FALSE,Gpay
8318,Smoothie,Takeaway,04-09-2023,2,4,TXN_2644962,FALSE,Credit Card
8319,Salad,In-store,6/19/2023,4,5,TXN_8991609,FALSE,Digital Wallet
8320,Cake,In-store,11/28/2023,3,3,TXN_5000665,TRUE,Digital Wallet
8321,Sandwich,Takeaway,06-08-2023,3,4,TXN_2161255,FALSE,Cash
8322,hot chocolate,Takeaway,4/21/2023,3,5,TXN_6549359,TRUE,Cash
8323,Smoothie,Takeaway,3/14/2023,4,4,TXN_8833173,FALSE,Digital Wallet
8324,Cookie,In-store,2/24/2023,2,1,TXN_8449081,FALSE,Cash
8325,Salad,Takeaway,12/19/2023,5,5,TXN_7153321,TRUE,Credit Card
8326,Smoothie,Takeaway,04-01-2023,4,4,TXN_2935761,FALSE,Digital Wallet
8327,Cookie,Takeaway,09-09-2023,4,1,TXN_7328705,TRUE,Digital Wallet
8328,Sandwich,Takeaway,01-06-2023,3,4,TXN_1419790,FALSE,Cash
8329,Cake,Takeaway,3/13/2023,1,3,TXN_8970187,TRUE,Digital Wallet
8330,Tea,Takeaway,6/18/2023,5,5,TXN_4385632,FALSE,Cash
8331,Cookie,Takeaway,03-04-2023,4,1,TXN_4343133,TRUE,Digital Wallet
8332,Cookie,Takeaway,05-06-2023,3,5,TXN_7712544,TRUE,Cash
8333,Salad,Takeaway,04-04-2023,4,5,TXN_6904952,FALSE,Digital Wallet
8334,Smoothie,Takeaway,7/24/2023,3,4,TXN_4023091,FALSE,Credit Card
8335,Juice,Takeaway,02-06-2023,4,3,TXN_6005707,FALSE,Cash
8336,Tea,In-store,7/14/2023,5,5,TXN_9824238,FALSE,Cash
8337,Cookie,Takeaway,6/26/2023,1,1,TXN_2867795,FALSE,Credit Card
8338,Tea,Takeaway,04-12-2023,2,5,TXN_8434259,TRUE,Digital Wallet
8339,Sandwich,In-store,6/30/2023,3,3,TXN_5437961,FALSE,Cash
8340,Cake,Takeaway,04-04-2023,1,3,TXN_3440463,TRUE,Credit Card
8341,Smoothie,Takeaway,8/26/2023,1,4,TXN_1242840,TRUE,Credit Card
8342,Cake,Takeaway,10/19/2023,4,3,TXN_2997717,FALSE,Credit Card
8343,Sandwich,Takeaway,4/15/2023,3,4,TXN_4440412,FALSE,Cash
8344,Coffee,Takeaway,1/20/2023,2,3,TXN_9897583,TRUE,Digital Wallet
8345,Cake,Takeaway,8/21/2023,4,3,TXN_9772498,FALSE,Cash
8346,Tea,Takeaway,11/18/2023,2,5,TXN_7908929,TRUE,Digital Wallet
8347,Juice,Takeaway,09-07-2023,1,3,TXN_6411390,TRUE,Cash
8348,Cake,Takeaway,11/25/2023,4,3,TXN_5784400,FALSE,Digital Wallet
8349,Cookie,Takeaway,5/19/2023,1,1,TXN_9660737,TRUE,Cash
8350,Tea,Takeaway,04-12-2023,1,5,TXN_9719954,TRUE,Digital Wallet
8351,hot chocolate,Takeaway,9/23/2023,2,5,TXN_3287282,TRUE,Digital Wallet
8352,hot chocolate,Takeaway,3/14/2023,3,3,TXN_7368518,TRUE,Credit Card
8353,Smoothie,In-store,06-01-2023,2,4,TXN_6068074,TRUE,Cash
8354,Cake,Takeaway,12/23/2023,5,3,TXN_2265329,FALSE,Credit Card
8355,Sandwich,Takeaway,03-10-2023,4,4,TXN_8500316,FALSE,Cash
8356,Salad,Takeaway,12/22/2023,5,5,TXN_4235472,TRUE,Cash
8357,Coffee,Takeaway,7/24/2023,2,2,TXN_1701798,TRUE,Cash
8358,Coffee,Takeaway,02-06-2023,1,2,TXN_4352950,FALSE,Digital Wallet
8359,Coffee,Takeaway,07-03-2023,5,2,TXN_4807899,FALSE,Digital Wallet
8360,Juice,Takeaway,03-03-2023,1,3,TXN_4916085,TRUE,Digital Wallet
8361,hot chocolate,Takeaway,2/23/2023,1,3,TXN_2764819,TRUE,Credit Card
8362,Coffee,Takeaway,12-07-2023,5,2,TXN_2102950,FALSE,Digital Wallet
8363,Cookie,In-store,09-06-2023,5,1,TXN_5530180,TRUE,Cash
8364,Cookie,Takeaway,2/18/2023,2,1,TXN_6774559,FALSE,Cash
8365,Sandwich,In-store,06-06-2023,5,4,TXN_7914312,FALSE,Cash
8366,Sandwich,Takeaway,12-01-2023,1,4,TXN_5282804,TRUE,Credit Card
8367,Sandwich,Takeaway,11-07-2023,5,4,TXN_6526078,FALSE,Cash
8368,Cake,Takeaway,04-12-2023,1,3,TXN_4070040,TRUE,Cash
8369,hot chocolate,Takeaway,11-08-2023,2,3,TXN_7668576,TRUE,Cash
8370,Sandwich,In-store,12-05-2023,3,4,TXN_2210019,FALSE,Cash
8371,Tea,Takeaway,1/30/2023,2,5,TXN_4727260,TRUE,Cash
8372,Smoothie,Takeaway,10/17/2023,4,4,TXN_2617632,FALSE,Digital Wallet
8373,Cake,Takeaway,5/28/2023,4,3,TXN_5585601,FALSE,Cash
8374,Juice,Takeaway,5/21/2023,1,3,TXN_8019306,TRUE,Credit Card
8375,Juice,Takeaway,03-04-2023,5,3,TXN_6469563,FALSE,Credit Card
8376,Salad,Takeaway,12/30/2023,3,5,TXN_4059695,FALSE,Cash
8377,hot chocolate,Takeaway,4/14/2023,2,3,TXN_2393287,TRUE,Cash
8378,Coffee,Takeaway,9/23/2023,5,2,TXN_3799280,FALSE,Cash
8379,Cookie,Takeaway,06-04-2023,5,1,TXN_1454024,TRUE,Digital Wallet
8380,Salad,Takeaway,7/19/2023,4,5,TXN_2749862,FALSE,Digital Wallet
8381,Salad,In-store,09-04-2023,5,3.394257204,TXN_3863625,TRUE,Cash
8382,Cookie,Takeaway,06-09-2023,1,1,TXN_2928676,FALSE,Credit Card
8383,Salad,Takeaway,6/17/2023,2,5,TXN_4030763,FALSE,Credit Card
8384,hot chocolate,In-store,7/13/2023,5,5,TXN_6853830,FALSE,Cash
8385,Juice,In-store,11/15/2023,4,3,TXN_3877643,FALSE,Cash
8386,fresh juice,Takeaway,3/31/2023,4,2,TXN_9395554,TRUE,Cash
8387,Smoothie,In-store,3/24/2023,2,4,TXN_3755657,TRUE,Digital Wallet
8388,Juice,Takeaway,06-02-2023,5,3,TXN_6987232,FALSE,Digital Wallet
8389,Juice,In-store,2/20/2023,4,3,TXN_8045032,FALSE,Gpay
8390,Juice,Takeaway,12/24/2023,5,3,TXN_3288233,FALSE,Cash
8391,Coffee,Takeaway,09-01-2023,4,2,TXN_4231121,TRUE,Gpay
8392,hot chocolate,Takeaway,10/30/2023,1,3,TXN_8932087,TRUE,Digital Wallet
8393,hot chocolate,Takeaway,3/23/2023,5,4,TXN_6189486,FALSE,Cash
8394,Juice,Takeaway,07-05-2023,2,3,TXN_2489067,TRUE,Cash
8395,Cake,Takeaway,10/28/2023,3,3,TXN_7293600,TRUE,Digital Wallet
8396,Cookie,Takeaway,04-12-2023,1,1,TXN_3147874,FALSE,Digital Wallet
8397,Sandwich,Takeaway,11-11-2023,3,4,TXN_5279293,FALSE,Digital Wallet
8398,Sandwich,In-store,04-12-2023,1,4,TXN_3488082,TRUE,Digital Wallet
8399,Sandwich,In-store,1/14/2023,1,4,TXN_3342106,TRUE,Credit Card
8400,Salad,In-store,6/30/2023,5,5,TXN_3713880,TRUE,Cash
8401,Tea,Takeaway,01-12-2023,1,5,TXN_1967032,TRUE,Digital Wallet
8402,Smoothie,Takeaway,10-07-2023,4,5,TXN_6587151,FALSE,Credit Card
8403,Sandwich,Takeaway,8/22/2023,2,4,TXN_2630698,TRUE,Credit Card
8404,Coffee,Takeaway,08-10-2023,2,5,TXN_3632558,TRUE,Cash
8405,Tea,In-store,4/15/2023,3,5,TXN_8228500,TRUE,Cash
8406,Coffee,In-store,06-04-2023,5,2,TXN_9708632,FALSE,Cash
8407,Juice,Takeaway,10-10-2023,2,3,TXN_3543930,TRUE,Credit Card
8408,hot chocolate,Takeaway,2/14/2023,5,4,TXN_1037464,FALSE,Digital Wallet
8409,Smoothie,In-Store,09-04-2023,4,4,TXN_3508619,FALSE,Cash
8410,Coffee,In-store,6/20/2023,5,2,TXN_4553403,FALSE,Cash
8411,Cookie,In-store,10/30/2023,2,1,TXN_5747509,FALSE,Cash
8412,Sandwich,Takeaway,07-07-2023,4,4,TXN_7910572,FALSE,Cash
8413,Coffee,In-store,10/21/2023,2,2,TXN_9012517,TRUE,Credit Card
8414,Sandwich,Takeaway,10-03-2023,3,4,TXN_8237192,FALSE,Cash
8415,Tea,In-store,05-05-2023,2,5,TXN_5303092,TRUE,Credit Card
8416,Cake,In-store,9/21/2023,5,3,TXN_3136657,TRUE,Cash
8417,Cake,In-store,9/15/2023,5,3,TXN_3865641,FALSE,Digital Wallet
8418,Tea,In-store,10-08-2023,3,3,TXN_1049697,TRUE,Cash
8419,Sandwich,Takeaway,10/31/2023,3,4,TXN_3420316,FALSE,Cash
8420,Coffee,In-store,7/16/2023,1,2,TXN_6568307,FALSE,Cash
8421,Juice,In-store,08-11-2023,4,3,TXN_8281347,FALSE,Credit Card
8422,Sandwich,In-store,6/14/2023,4,4,TXN_8353202,FALSE,Digital Wallet
8423,Juice,Takeaway,2/26/2023,2,3,TXN_7377398,TRUE,Cash
8424,Juice,In-store,11/26/2023,2,3,TXN_6915068,TRUE,Cash
8425,Smoothie,Takeaway,8/30/2023,3,4,TXN_8704802,FALSE,Cash
8426,Cookie,In-store,6/26/2023,2,1,TXN_1983422,FALSE,Digital Wallet
8427,Cake,Takeaway,10/13/2023,3,3,TXN_1603186,FALSE,Cash
8428,Smoothie,Takeaway,5/14/2023,5,4,TXN_5572520,FALSE,Cash
8429,Juice,Takeaway,8/16/2023,3,3,TXN_2021680,TRUE,Cash
8430,Cookie,Takeaway,6/19/2023,4,3,TXN_9220900,TRUE,Cash
8431,Coffee,Takeaway,5/28/2023,3,2,TXN_6123007,TRUE,Digital Wallet
8432,Smoothie,Takeaway,01-08-2023,2,4,TXN_2832660,TRUE,Credit Card
8433,Salad,Takeaway,6/18/2023,1,5,TXN_7697496,TRUE,Gpay
8434,Tea,Takeaway,2/15/2023,1,5,TXN_9802838,TRUE,Credit Card
8435,Smoothie,Takeaway,11-10-2023,4,4,TXN_4011509,FALSE,Digital Wallet
8436,Coffee,Takeaway,4/15/2023,1,2,TXN_6786730,FALSE,Credit Card
8437,Juice,In-store,7/26/2023,3,3,TXN_3641356,TRUE,Credit Card
8438,Salad,Takeaway,3/16/2023,1,5,TXN_8245502,TRUE,Credit Card
8439,fresh juice,Takeaway,3/18/2023,1,1,TXN_3645818,FALSE,Digital Wallet
8440,Sandwich,Takeaway,9/23/2023,1,4,TXN_1318238,TRUE,Digital Wallet
8441,Cake,Takeaway,08-02-2023,2,3,TXN_1970180,TRUE,Digital Wallet
8442,Tea,In-store,09-02-2023,2,5,TXN_5415223,TRUE,Cash
8443,Tea,In-store,8/18/2023,1,5,TXN_4777601,TRUE,Credit Card
8444,Sandwich,In-store,5/25/2023,3.027276415,4,TXN_2023651,TRUE,Cash
8445,Salad,Takeaway,05-09-2023,3,5,TXN_5110688,FALSE,Digital Wallet
8446,Sandwich,Takeaway,3/23/2023,5,4,TXN_7497122,FALSE,Digital Wallet
8447,Coffee,Takeaway,03-03-2023,1,2,TXN_4870483,FALSE,Cash
8448,Tea,Takeaway,01-08-2023,5,5,TXN_3003979,TRUE,Digital Wallet
8449,Juice,Takeaway,06-03-2023,4,3,TXN_3838923,FALSE,Credit Card
8450,fresh juice,In-store,12-10-2023,1,1,TXN_1998143,FALSE,Digital Wallet
8451,Salad,Takeaway,4/15/2023,1,5,TXN_2458782,TRUE,Cash
8452,Coffee,In-store,2/21/2023,4,2,TXN_1256513,TRUE,Credit Card
8453,Tea,In-store,06-04-2023,5,5,TXN_6266187,FALSE,Credit Card
8454,Cookie,Takeaway,10-02-2023,3,1,TXN_9432758,TRUE,Cash
8455,Coffee,Takeaway,8/15/2023,3,2,TXN_1254663,TRUE,Cash
8456,Sandwich,Takeaway,05-03-2023,1,4,TXN_7174856,TRUE,Cash
8457,Cookie,In-Store,09-09-2023,4,1,TXN_5548756,TRUE,Credit Card
8458,Salad,In-store,3/17/2023,5,5,TXN_2736267,TRUE,Gpay
8459,fresh juice,In-store,4/24/2023,5,5,TXN_7595907,FALSE,Cash
8460,Salad,Takeaway,3/27/2023,1,5,TXN_1990997,TRUE,Digital Wallet
8461,Tea,Takeaway,05-10-2023,1,5,TXN_3820150,TRUE,Gpay
8462,Salad,Takeaway,5/27/2023,4,5,TXN_7325508,FALSE,Credit Card
8463,Coffee,Takeaway,10-01-2023,2,2,TXN_5398134,TRUE,Credit Card
8464,hot chocolate,Takeaway,3/18/2023,5,5,TXN_2150872,FALSE,Cash
8465,Juice,Takeaway,04-12-2023,5,3,TXN_6563365,FALSE,Cash
8466,Coffee,In-Store,06-03-2023,5,2,TXN_9669616,TRUE,Cash
8467,Cookie,Takeaway,10/28/2023,2,1,TXN_1936447,FALSE,Cash
8468,Salad,Takeaway,11-06-2023,2,5,TXN_8469087,FALSE,Digital Wallet
8469,Juice,In-store,06-10-2023,3,3,TXN_5556985,TRUE,Digital Wallet
8470,Juice,Takeaway,11/15/2023,5,3,TXN_8621589,FALSE,Digital Wallet
8471,Coffee,Takeaway,01-07-2023,1,2,TXN_9901097,FALSE,Cash
8472,Smoothie,In-store,11/20/2023,1,4,TXN_8783484,TRUE,Cash
8473,Cake,In-store,9/25/2023,2,3,TXN_9599703,TRUE,Digital Wallet
8474,Sandwich,Takeaway,09-03-2023,3,4,TXN_1353248,FALSE,Cash
8475,Sandwich,Takeaway,01-10-2023,5,4,TXN_2470745,TRUE,Digital Wallet
8476,Cake,Takeaway,04-05-2023,4,3,TXN_1266598,FALSE,Digital Wallet
8477,Juice,In-store,06-11-2023,1,3,TXN_5445994,TRUE,Credit Card
8478,Cake,In-store,06-04-2023,5,3,TXN_5689687,FALSE,Cash
8479,Juice,Takeaway,6/20/2023,1,3,TXN_2208733,TRUE,Cash
8480,Sandwich,Takeaway,09-11-2023,3.027276415,4,TXN_1547245,FALSE,Cash
8481,Tea,In-store,1/25/2023,3,5,TXN_4694285,TRUE,Cash
8482,Juice,Takeaway,12/18/2023,5,3,TXN_3829375,FALSE,Cash
8483,Coffee,Takeaway,09-09-2023,1,2,TXN_1932224,FALSE,Credit Card
8484,Smoothie,In-store,12/15/2023,5,4,TXN_5468153,FALSE,Digital Wallet
8485,Coffee,Takeaway,11/23/2023,5,2,TXN_9363711,FALSE,Digital Wallet
8486,Cookie,In-store,04-05-2023,1,1,TXN_6845073,FALSE,Credit Card
8487,Coffee,Takeaway,04-12-2023,2,2,TXN_1621227,TRUE,Cash
8488,Sandwich,Takeaway,3/17/2023,2,4,TXN_1691313,TRUE,Digital Wallet
8489,Cake,Takeaway,12/20/2023,2,3,TXN_4007522,TRUE,Cash
8490,Juice,Takeaway,10/24/2023,3,3,TXN_3175177,TRUE,Credit Card
8491,Salad,Takeaway,3/20/2023,2,5,TXN_9282265,FALSE,Credit Card
8492,Coffee,In-store,10/25/2023,1,2,TXN_8265257,FALSE,Gpay
8493,Cookie,Takeaway,04-09-2023,5,1,TXN_5425668,TRUE,Cash
8494,Tea,Takeaway,06-05-2023,3,5,TXN_7738455,TRUE,Digital Wallet
8495,Salad,In-store,08-09-2023,1,5,TXN_7349681,TRUE,Cash
8496,Sandwich,Takeaway,5/15/2023,1,4,TXN_2660576,TRUE,Cash
8497,Smoothie,In-store,11/27/2023,4,4,TXN_2101934,FALSE,Cash
8498,Sandwich,Takeaway,5/20/2023,3,3,TXN_1525583,TRUE,Cash
8499,Tea,Takeaway,02-10-2023,5,5,TXN_6110108,FALSE,Cash
8500,Sandwich,Takeaway,9/16/2023,3,4,TXN_9205425,FALSE,Digital Wallet
8501,Smoothie,Takeaway,1/16/2023,2,4,TXN_9306482,TRUE,Digital Wallet
8502,Cookie,Takeaway,05-05-2023,2,1,TXN_8407849,FALSE,Cash
8503,Sandwich,In-store,12/15/2023,5,4,TXN_3162244,FALSE,Digital Wallet
8504,Sandwich,In-store,5/13/2023,2,4,TXN_9121687,TRUE,Gpay
8505,Cake,Takeaway,7/21/2023,5,3,TXN_3182191,FALSE,Digital Wallet
8506,Smoothie,Takeaway,8/20/2023,1,4,TXN_4734366,TRUE,Credit Card
8507,Juice,Takeaway,1/14/2023,5,3,TXN_4430006,FALSE,Credit Card
8508,Juice,Takeaway,7/29/2023,2,3,TXN_7341975,TRUE,Digital Wallet
8509,Juice,In-Store,4/20/2023,1,3,TXN_8787149,TRUE,Cash
8510,Cookie,Takeaway,09-04-2023,2,1,TXN_4224284,FALSE,Credit Card
8511,Cake,Takeaway,3/13/2023,3.027276415,3,TXN_2177436,TRUE,Gpay
8512,Cake,Takeaway,5/15/2023,5,3,TXN_5097542,FALSE,Cash
8513,Coffee,In-store,11/15/2023,2,2,TXN_4260738,TRUE,Cash
8514,Salad,Takeaway,11/29/2023,4,5,TXN_5402821,FALSE,Cash
8515,Coffee,In-store,12-08-2023,4,2,TXN_4130343,TRUE,Credit Card
8516,Juice,Takeaway,11/24/2023,2,3,TXN_3028667,TRUE,Cash
8517,black forest,Takeaway,04-02-2023,1,4,TXN_8592808,TRUE,Credit Card
8518,hot chocolate,In-store,1/31/2023,1,4,TXN_5875201,TRUE,Cash
8519,Coffee,Takeaway,7/30/2023,5,2,TXN_6849062,FALSE,Cash
8520,Smoothie,Takeaway,07-09-2023,4,4,TXN_4336844,FALSE,Cash
8521,Juice,In-store,11/14/2023,3,3,TXN_6090715,TRUE,Credit Card
8522,Cake,Takeaway,7/21/2023,1,3,TXN_9162014,TRUE,Cash
8523,Smoothie,In-store,7/28/2023,5,4,TXN_4751689,TRUE,Cash
8524,Coffee,Takeaway,3/13/2023,4,2,TXN_2200163,TRUE,Cash
8525,Smoothie,Takeaway,09-10-2023,3,4,TXN_7310903,FALSE,Credit Card
8526,Salad,In-store,2/22/2023,5,5,TXN_7155957,TRUE,Digital Wallet
8527,Juice,In-store,2/16/2023,2,3,TXN_4350828,TRUE,Digital Wallet
8528,Smoothie,Takeaway,10/20/2023,5,4,TXN_7539585,FALSE,Cash
8529,black forest,In-store,1/13/2023,3,3,TXN_6868763,TRUE,Digital Wallet
8530,Coffee,Takeaway,7/25/2023,1,2,TXN_6156180,FALSE,Cash
8531,Tea,In-store,12-09-2023,1,5,TXN_4970127,TRUE,Digital Wallet
8532,Sandwich,In-store,1/24/2023,5,4,TXN_9567719,FALSE,Digital Wallet
8533,Salad,Takeaway,8/23/2023,3,5,TXN_2950265,FALSE,Credit Card
8534,Sandwich,Takeaway,7/21/2023,1,4,TXN_1556609,TRUE,Digital Wallet
8535,Juice,In-store,07-01-2023,3,3,TXN_2203547,TRUE,Cash
8536,Smoothie,In-store,08-11-2023,2,4,TXN_1084010,TRUE,Credit Card
8537,Tea,Takeaway,8/31/2023,5,5,TXN_4218637,FALSE,Cash
8538,Salad,Takeaway,12/27/2023,2,5,TXN_2245465,FALSE,Digital Wallet
8539,Juice,Takeaway,09-10-2023,1,3,TXN_4742049,TRUE,Credit Card
8540,Cake,Takeaway,12/16/2023,3,3,TXN_9889005,TRUE,Credit Card
8541,Smoothie,In-store,6/16/2023,3,4,TXN_4840522,FALSE,Cash
8542,Salad,Takeaway,07-12-2023,4,5,TXN_2585392,FALSE,Cash
8543,hot chocolate,Takeaway,8/25/2023,2,3,TXN_3135264,TRUE,Digital Wallet
8544,Salad,Takeaway,07-02-2023,2,5,TXN_2180562,FALSE,Cash
8545,black forest,Takeaway,2/20/2023,3,1,TXN_5905580,TRUE,Cash
8546,Cake,Takeaway,1/28/2023,4,3,TXN_5993677,FALSE,Cash
8547,Smoothie,Takeaway,5/17/2023,3,4,TXN_8984991,FALSE,Credit Card
8548,hot chocolate,In-store,02-04-2023,3,5,TXN_3522597,TRUE,Digital Wallet
8549,Salad,Takeaway,1/16/2023,3,5,TXN_6123633,FALSE,Credit Card
8550,Coffee,Takeaway,02-06-2023,5,2,TXN_6769554,FALSE,Credit Card
8551,Smoothie,Takeaway,10-02-2023,1,4,TXN_5761414,TRUE,Digital Wallet
8552,Salad,In-store,10-09-2023,3,5,TXN_5157516,FALSE,Cash
8553,Coffee,In-store,4/23/2023,4,2,TXN_2614633,TRUE,Digital Wallet
8554,Cake,Takeaway,5/27/2023,5,3,TXN_3781240,FALSE,Cash
8555,fresh juice,Takeaway,6/28/2023,4,4,TXN_7068823,FALSE,Cash
8556,Cake,Takeaway,3/14/2023,2,3,TXN_2085081,TRUE,Cash
8557,Juice,Takeaway,08-07-2023,3,3,TXN_3399636,TRUE,Digital Wallet
8558,Cookie,Takeaway,07-09-2023,2,1,TXN_8587529,FALSE,Credit Card
8559,Salad,Takeaway,11-01-2023,3,5,TXN_1476775,FALSE,Credit Card
8560,Tea,In-store,2/13/2023,3,5,TXN_6945985,TRUE,Digital Wallet
8561,Cake,In-store,6/22/2023,3,3,TXN_4117627,TRUE,Credit Card
8562,Coffee,Takeaway,05-08-2023,3,2,TXN_7530300,TRUE,Digital Wallet
8563,Cookie,Takeaway,07-04-2023,4,1,TXN_7071783,TRUE,Cash
8564,Salad,Takeaway,6/14/2023,5,5,TXN_3676305,TRUE,Credit Card
8565,Tea,Takeaway,1/14/2023,1,5,TXN_8867827,TRUE,Digital Wallet
8566,Cake,Takeaway,11-04-2023,4,3,TXN_9061106,FALSE,Digital Wallet
8567,Cake,In-Store,5/15/2023,1,5,TXN_1245485,TRUE,Digital Wallet
8568,Tea,In-store,10/23/2023,4,3.394257204,TXN_1357780,TRUE,Cash
8569,hot chocolate,Takeaway,2/27/2023,3,4,TXN_4075053,FALSE,Digital Wallet
8570,Coffee,Takeaway,3/26/2023,1,5,TXN_6113724,FALSE,Digital Wallet
8571,Cookie,In-store,7/26/2023,4,1,TXN_6496176,TRUE,Cash
8572,Coffee,In-store,7/30/2023,5,2,TXN_2381411,FALSE,Cash
8573,Smoothie,Takeaway,5/25/2023,3,4,TXN_9210096,FALSE,Cash
8574,Sandwich,In-Store,06-10-2023,5,4,TXN_4563544,FALSE,Cash
8575,Juice,Takeaway,04-08-2023,5,3,TXN_2546684,TRUE,Digital Wallet
8576,Coffee,Takeaway,04-12-2023,5,2,TXN_4623468,FALSE,Credit Card
8577,Cookie,Takeaway,06-02-2023,1,1,TXN_2168277,FALSE,Cash
8578,Juice,In-store,1/24/2023,4,3,TXN_9178545,FALSE,Cash
8579,Tea,In-store,5/13/2023,5,5,TXN_8535886,FALSE,Credit Card
8580,Salad,In-store,06-04-2023,5,5,TXN_1037486,TRUE,Digital Wallet
8581,Cake,Takeaway,10-03-2023,5,3,TXN_7978452,FALSE,Digital Wallet
8582,Sandwich,Takeaway,1/19/2023,4,4,TXN_8488163,TRUE,Credit Card
8583,Sandwich,Takeaway,01-12-2023,3,4,TXN_6926855,FALSE,Cash
8584,Cake,Takeaway,10-03-2023,2,3,TXN_9869593,TRUE,Digital Wallet
8585,Tea,Takeaway,06-03-2023,2,5,TXN_3055407,TRUE,Credit Card
8586,Coffee,Takeaway,08-02-2023,3,2,TXN_4981027,TRUE,Cash
8587,Coffee,Takeaway,05-04-2023,2,2,TXN_5332773,TRUE,Digital Wallet
8588,Cake,Takeaway,03-01-2023,2,3,TXN_5946554,TRUE,Cash
8589,Smoothie,In-store,12-11-2023,2,4,TXN_7508715,TRUE,Cash
8590,Cookie,In-store,3/29/2023,3,1,TXN_9728789,TRUE,Cash
8591,Salad,Takeaway,12/13/2023,4,5,TXN_8061866,FALSE,Cash
8592,Juice,Takeaway,1/21/2023,2,3,TXN_8961034,TRUE,Cash
8593,Smoothie,Takeaway,02-09-2023,4,4,TXN_1099119,FALSE,Cash
8594,Cookie,Takeaway,04-09-2023,4,1,TXN_2421387,TRUE,Cash
8595,Tea,In-store,1/28/2023,4,5,TXN_8627017,TRUE,Cash
8596,Coffee,Takeaway,6/14/2023,5,2,TXN_7468084,FALSE,Credit Card
8597,Salad,Takeaway,2/21/2023,1,5,TXN_1185069,TRUE,Digital Wallet
8598,Cookie,Takeaway,07-11-2023,5,1,TXN_5100941,TRUE,Digital Wallet
8599,Cake,Takeaway,06-02-2023,1,3,TXN_6428745,TRUE,Cash
8600,Salad,In-store,7/20/2023,5,5,TXN_4096757,TRUE,Credit Card
8601,Smoothie,In-Store,3/18/2023,2,4,TXN_6057914,TRUE,Digital Wallet
8602,Sandwich,In-store,03-07-2023,2,4,TXN_2517078,TRUE,Cash
8603,Tea,In-store,6/13/2023,3,5,TXN_2890321,TRUE,Cash
8604,Smoothie,Takeaway,5/31/2023,4,4,TXN_4808812,FALSE,Credit Card
8605,Smoothie,Takeaway,06-05-2023,3,4,TXN_1866707,FALSE,Cash
8606,Salad,Takeaway,02-05-2023,3,5,TXN_9745609,FALSE,Cash
8607,Cake,Takeaway,11-03-2023,3,3,TXN_8488298,TRUE,Cash
8608,Tea,Takeaway,02-06-2023,3,5,TXN_2515796,TRUE,Credit Card
8609,Sandwich,Takeaway,09-07-2023,2,4,TXN_2369294,TRUE,Cash
8610,Tea,Takeaway,4/23/2023,5,5,TXN_9444736,FALSE,Credit Card
8611,Sandwich,Takeaway,6/13/2023,2,4,TXN_4764398,TRUE,Credit Card
8612,Juice,Takeaway,4/16/2023,3.027276415,3,TXN_8696392,TRUE,Cash
8613,Cookie,Takeaway,01-09-2023,3,1,TXN_1993675,TRUE,Cash
8614,Cookie,In-store,07-12-2023,1,1,TXN_7754136,FALSE,Credit Card
8615,Coffee,Takeaway,10-08-2023,5,2,TXN_4873173,FALSE,Cash
8616,Tea,In-store,10-11-2023,5,5,TXN_7221126,FALSE,Digital Wallet
8617,Cookie,Takeaway,2/25/2023,1,1,TXN_4537288,FALSE,Cash
8618,Cake,Takeaway,06-10-2023,2,3,TXN_5492760,TRUE,Cash
8619,Salad,Takeaway,4/15/2023,5,5,TXN_5079166,TRUE,Credit Card
8620,Cookie,Takeaway,11/15/2023,5,1,TXN_4597600,FALSE,Cash
8621,Cookie,Takeaway,6/15/2023,1,1,TXN_6568440,FALSE,Cash
8622,Cookie,Takeaway,08-04-2023,1,1,TXN_1713639,FALSE,Cash
8623,Salad,Takeaway,01-12-2023,3.027276415,5,TXN_4780352,TRUE,Digital Wallet
8624,Juice,In-store,5/26/2023,1,3,TXN_6419344,TRUE,Cash
8625,Cake,Takeaway,1/17/2023,5,3,TXN_3669068,FALSE,Cash
8626,Tea,Takeaway,7/20/2023,1,3,TXN_2201248,TRUE,Cash
8627,Smoothie,Takeaway,2/16/2023,5,4,TXN_4432252,FALSE,Credit Card
8628,Cookie,Takeaway,02-08-2023,2,5,TXN_6595038,FALSE,Cash
8629,Cake,Takeaway,2/20/2023,4,3,TXN_2940895,FALSE,Cash
8630,Salad,Takeaway,04-12-2023,3,5,TXN_9796122,FALSE,Cash
8631,Salad,Takeaway,8/18/2023,1,5,TXN_4069354,TRUE,Credit Card
8632,Tea,In-store,11/27/2023,5,5,TXN_9737509,FALSE,Digital Wallet
8633,Coffee,In-store,12/16/2023,4,2,TXN_8749404,TRUE,Digital Wallet
